SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A10,A23,A40,AREA5,ACOM,Y_MONTH,PANEL,A09,ID
1,60,4,2,2,0,2,0,1,1,0,1,2,1,11.0,4,2,6,1,4,3,18,2,1,135855
2,49,2,1,1,1,0,0,1,0,0,5,5,1,1.0,2,1,1,1,3,3,9,1,0,135858
2,55,1,0,1,0,0,0,0,1,0,5,5,1,5.0,1,1,3,2,1,3,6,1,0,135862
1,77,4,1,3,0,0,2,0,1,1,3,3,3,,4,4,4,2,5,5,15,2,1,135894
1,75,2,1,1,0,0,0,0,1,1,5,5,1,11.0,2,4,4,1,1,5,21,2,1,135955
1,63,4,3,1,0,0,2,0,2,0,2,2,2,,3,2,4,1,3,5,16,2,3,135968
1,66,3,1,2,1,0,1,0,0,1,5,5,1,11.0,1,4,1,2,2,3,9,1,1,136114
1,40,3,2,1,1,0,2,0,0,0,2,1,2,,3,1,5,1,1,1,15,2,2,136215
1,43,3,2,1,1,0,2,0,0,0,5,5,1,9.0,2,2,2,2,2,2,8,2,1,136242
2,56,1,0,1,0,0,0,0,1,0,4,4,1,3.0,4,1,3,1,1,1,6,2,0,136344
1,51,3,2,1,0,0,1,2,0,0,5,5,1,11.0,1,6,3,2,4,3,8,1,2,136396
1,55,4,2,2,0,0,2,1,1,0,4,5,1,2.0,4,1,3,2,4,5,10,2,2,136469
1,54,4,1,3,1,1,1,1,0,0,3,4,2,,1,3,3,2,4,5,98,1,0,136523
1,40,5,4,1,3,0,2,0,0,0,9,9,9,,9,1,2,2,2,3,12,1,0,136645
2,44,4,2,2,2,0,2,0,0,0,5,5,1,10.0,3,3,4,2,2,2,18,1,1,136907
1,41,4,3,1,2,0,2,0,0,0,3,4,3,,4,1,2,2,1,2,18,1,2,137144
1,77,2,1,1,0,0,1,0,0,1,2,2,1,5.0,4,4,2,2,1,1,11,1,1,137158
1,41,3,1,2,1,0,2,0,0,0,5,2,1,5.0,2,2,5,2,2,2,19,1,1,137224
1,54,4,2,2,0,1,1,2,0,0,4,5,2,,1,3,3,1,3,1,13,1,0,137257
1,49,2,1,1,0,0,0,2,0,0,4,5,1,4.0,2,6,4,2,1,3,12,1,1,137310
1,28,2,1,1,0,0,2,0,0,0,5,4,1,99.0,2,2,3,2,2,1,10,2,0,137420
2,69,1,0,1,0,0,0,0,0,1,3,3,2,,2,4,4,2,5,2,15,2,0,137474
2,41,4,1,3,2,0,2,0,0,0,4,4,1,3.0,4,1,4,1,1,5,15,2,1,137591
1,58,4,3,1,0,0,2,0,2,0,2,2,2,,2,1,1,2,5,4,11,2,2,137873
2,42,2,0,2,1,0,1,0,0,0,4,4,1,8.0,2,1,4,1,3,5,10,1,0,137957
2,46,1,0,1,0,0,0,1,0,0,5,5,1,5.0,3,4,3,2,5,1,98,1,0,137999
1,41,3,2,1,1,0,2,0,0,0,4,3,1,11.0,3,1,4,2,3,5,18,2,1,138137
1,52,5,3,2,0,1,2,2,0,0,5,5,3,,5,1,2,2,2,2,7,2,0,138188
1,33,2,1,1,0,0,2,0,0,0,4,4,1,99.0,3,1,3,1,4,1,8,1,1,138220
2,46,4,1,3,0,0,2,2,0,0,2,2,1,3.0,2,6,4,1,3,3,12,2,2,138222
1,54,4,3,1,1,0,1,2,0,0,4,4,2,,4,2,3,2,4,3,9,2,0,138223
2,59,2,1,1,0,0,0,1,1,0,4,4,1,7.0,2,1,3,2,4,3,14,2,1,138459
1,57,4,2,2,0,0,2,1,1,0,3,4,1,11.0,2,1,5,1,1,4,10,2,1,138508
2,41,4,1,3,1,0,2,0,1,0,3,5,1,4.0,3,1,3,2,5,4,17,2,1,138553
1,34,2,1,1,0,0,2,0,0,0,3,3,9,,3,1,6,1,2,1,9,1,0,138559
2,48,4,3,1,0,1,1,2,0,0,4,5,1,6.0,1,1,4,2,1,1,13,1,0,138561
1,33,3,1,2,1,0,2,0,0,0,4,4,1,11.0,1,1,3,1,1,2,13,1,1,138594
2,38,2,1,1,0,0,1,1,0,0,5,4,1,7.0,9,3,2,2,4,4,4,2,0,138643
1,74,4,1,3,0,0,2,0,0,2,4,4,1,10.0,1,4,3,2,5,2,20,2,0,138670
1,69,4,2,2,0,0,2,0,1,1,2,3,1,3.0,4,4,4,2,3,3,12,1,0,138705
1,64,2,1,1,0,0,0,0,2,0,4,5,1,9.0,1,4,3,2,1,5,8,2,0,138757
1,52,4,3,1,1,1,0,2,0,0,3,4,1,11.0,1,1,2,2,4,2,14,2,1,138920
1,36,3,2,1,1,0,2,0,0,0,3,3,3,,3,1,3,2,3,4,12,1,0,138924
1,43,2,1,1,0,0,1,0,0,1,5,5,1,11.0,1,1,2,2,2,3,18,2,1,139516
1,47,4,2,2,2,0,0,2,0,0,5,5,2,,2,1,4,2,1,2,16,2,0,139733
2,29,1,0,1,0,0,1,0,0,0,5,3,2,,4,1,4,2,4,2,8,1,0,139786
1,60,2,1,1,0,0,0,0,1,1,5,5,1,11.0,1,3,3,2,2,4,6,1,0,139934
1,44,4,1,3,0,1,3,0,0,0,4,4,1,3.0,2,2,4,2,5,1,8,2,0,140010
1,72,3,1,2,0,0,1,0,0,2,3,3,1,11.0,3,4,4,2,5,3,8,2,1,140050
1,66,4,2,2,0,0,2,0,1,1,2,1,3,,2,4,3,1,4,4,21,2,0,140144
2,72,3,1,2,0,0,2,0,0,1,3,2,2,,3,4,2,2,4,3,2,1,0,140188
1,68,2,1,1,0,0,0,0,0,2,5,5,9,,1,4,3,2,3,5,11,1,0,140217
1,47,3,1,2,1,0,0,2,0,0,4,4,2,,4,1,3,1,4,4,7,2,0,140243
2,46,3,1,2,1,0,0,2,0,0,4,5,1,5.0,2,1,1,2,3,4,13,2,1,140252
1,44,4,2,2,0,0,3,1,0,0,5,5,1,2.0,1,6,1,2,3,4,98,2,1,140334
1,46,5,3,2,2,0,2,1,0,0,5,5,1,8.0,1,1,1,2,1,3,13,1,0,140357
1,63,4,2,2,0,0,2,0,2,0,3,4,9,,3,1,4,1,4,4,98,1,3,140368
1,67,4,1,3,0,0,2,0,1,1,4,3,9,,9,2,3,2,4,2,5,2,3,140376
1,76,2,1,1,0,0,0,0,0,2,2,2,1,5.0,2,4,3,2,2,3,4,2,0,140378
1,48,3,2,1,0,1,1,1,0,0,5,5,2,,4,1,5,2,4,2,12,2,0,140395
1,45,4,2,2,2,0,1,1,0,0,3,2,2,,2,1,5,1,2,3,14,1,0,140490
1,26,3,2,1,0,0,2,0,0,1,5,5,2,,1,3,3,2,1,3,98,1,0,140699
1,46,4,1,3,2,0,1,1,0,0,2,2,1,4.0,4,1,5,2,2,3,18,1,1,140738
1,46,3,2,1,0,0,2,1,0,0,3,3,1,11.0,1,1,2,2,5,2,1,1,0,141011
1,41,2,1,1,0,0,2,0,0,0,5,5,1,11.0,1,1,4,2,4,1,14,1,1,141044
1,66,3,1,2,0,0,1,0,1,1,3,3,2,,4,4,4,1,5,3,2,1,0,141196
1,62,4,2,2,0,0,2,0,2,0,9,9,9,,9,2,1,1,4,2,98,2,0,141299
1,43,5,2,3,1,1,3,0,0,0,9,9,9,,9,3,1,2,4,2,98,2,0,141336
1,64,3,1,2,0,0,1,0,2,0,3,3,2,,4,4,4,2,5,5,8,2,0,141569
2,52,1,0,1,0,0,0,1,0,0,2,3,2,,3,1,3,2,2,5,9,1,0,141642
2,38,1,0,1,0,0,1,0,0,0,2,4,1,11.0,2,1,4,1,1,3,16,1,0,141685
1,41,1,1,0,0,0,1,0,0,0,3,3,1,3.0,2,6,2,2,3,4,6,1,0,141901
1,60,2,1,1,0,0,0,0,2,0,3,3,1,10.0,2,1,4,1,1,4,19,2,1,142226
2,42,1,0,1,0,0,1,0,0,0,3,4,1,99.0,3,1,5,1,1,4,11,1,0,142423
1,49,4,1,3,1,0,1,2,0,0,4,4,2,,2,1,3,2,5,2,12,1,0,142478
1,72,3,1,2,0,0,1,0,0,2,9,9,1,99.0,3,4,3,1,5,1,10,2,1,142659
1,48,4,1,3,1,1,1,1,0,0,4,3,1,11.0,4,1,6,1,3,4,21,1,2,142708
2,43,4,2,2,1,0,3,0,0,0,4,5,1,11.0,2,6,2,2,3,1,98,2,0,142803
1,52,4,1,3,0,0,2,1,1,0,2,2,1,6.0,2,2,2,2,4,2,4,2,1,142948
1,45,2,1,1,0,0,1,1,0,0,4,4,2,,4,4,3,1,5,3,9,2,0,143136
1,57,3,1,2,0,0,1,1,1,0,2,2,2,,4,1,4,1,3,5,98,1,2,143414
1,44,3,2,1,1,0,1,1,0,0,2,2,3,,2,1,2,2,3,4,9,2,1,143473
1,37,2,1,1,0,0,2,0,0,0,5,4,1,5.0,2,1,5,2,2,5,19,2,0,143482
1,56,3,1,2,0,0,1,0,2,0,1,1,2,,4,1,5,2,1,4,10,1,2,143499
1,64,3,2,1,0,1,0,1,1,0,5,5,1,11.0,2,4,3,2,1,2,11,1,0,143630
1,48,4,3,1,1,0,1,2,0,0,3,1,2,,1,1,1,2,2,5,11,1,1,143783
2,48,4,3,1,0,1,1,1,1,0,2,2,1,11.0,4,1,3,2,2,2,16,2,0,143810
1,65,3,1,2,0,0,1,0,1,1,1,2,2,,2,4,3,2,4,5,98,2,0,143880
2,42,4,2,2,1,1,1,1,0,0,5,5,2,,2,1,3,2,2,2,15,1,1,143909
2,43,3,1,2,1,1,1,0,0,0,3,4,1,11.0,1,1,3,1,1,4,8,2,0,143912
2,55,1,0,1,0,0,0,0,1,0,5,5,1,99.0,1,1,1,2,3,5,9,2,0,143923
1,45,2,1,1,0,0,1,1,0,0,5,5,1,7.0,2,1,3,2,5,2,11,2,1,144060
1,54,4,3,1,0,0,2,2,0,0,3,3,2,,1,1,4,2,1,1,98,1,1,144214
2,69,1,0,1,0,0,0,0,0,1,4,4,1,5.0,2,4,4,2,1,4,13,1,0,144414
1,54,3,1,2,0,0,1,2,0,0,5,5,2,,1,3,1,2,4,3,5,2,0,144554
2,41,3,2,1,0,1,1,0,0,1,4,5,1,11.0,3,1,3,1,1,2,20,1,0,144558
1,49,5,3,2,1,2,0,2,0,0,4,5,2,,4,2,2,2,4,5,12,2,0,144573
1,49,7,5,2,1,2,3,1,0,0,5,5,1,4.0,5,3,1,2,5,1,7,2,2,144636
1,30,2,1,1,0,0,2,0,0,0,4,4,1,5.0,3,1,3,1,2,2,10,2,1,144908
2,50,3,2,1,0,0,1,2,0,0,5,5,1,5.0,1,2,4,2,1,1,17,2,1,144932
2,33,1,0,1,0,0,1,0,0,0,9,9,9,,9,1,1,2,5,3,98,1,0,144942
2,28,5,2,3,3,0,2,0,0,0,5,5,1,11.0,4,3,3,2,5,5,10,2,0,145265
1,74,3,2,1,0,0,1,0,0,2,4,4,1,10.0,2,4,4,2,4,3,11,1,0,145276
2,47,2,0,2,0,0,0,1,0,1,5,5,1,7.0,2,1,2,2,3,5,12,2,0,145296
1,34,2,1,1,0,0,2,0,0,0,9,9,1,99.0,9,1,3,2,2,2,9,2,0,145365
1,58,2,1,1,0,0,0,0,2,0,2,2,1,10.0,2,1,3,2,4,3,11,1,0,145385
1,60,2,1,1,0,0,0,0,2,0,3,3,2,,3,1,2,2,1,4,18,1,0,145532
1,64,2,1,1,0,0,0,0,2,0,3,4,2,,1,4,2,2,1,1,9,2,0,145576
2,53,3,2,1,1,0,1,1,0,0,2,2,1,99.0,4,1,3,2,1,2,10,2,1,145656
2,49,5,4,1,3,0,0,2,0,0,2,3,2,,2,1,5,1,2,4,19,2,2,145733
2,72,2,1,1,0,0,0,0,0,2,4,4,3,,3,4,3,2,4,3,10,2,1,145839
1,48,3,2,1,1,0,1,1,0,0,3,4,1,10.0,2,1,3,2,1,1,14,1,1,145952
1,31,2,2,0,1,0,1,0,0,0,3,3,9,,9,2,3,2,3,4,12,1,0,146092
1,70,7,1,6,3,0,2,0,1,1,3,4,1,11.0,2,4,4,2,3,1,20,2,2,146161
1,74,3,2,1,0,0,1,0,0,2,3,4,2,,1,4,3,1,2,3,18,2,1,146402
1,36,2,1,1,0,0,2,0,0,0,5,5,1,2.0,3,1,5,1,2,3,98,2,1,146717
1,51,4,1,3,2,0,0,2,0,0,4,5,1,11.0,1,2,5,1,1,5,20,1,1,146966
1,65,2,1,1,0,0,0,0,1,1,4,4,2,,9,2,5,2,1,3,98,1,0,146967
2,38,1,0,1,0,0,1,0,0,0,4,4,1,10.0,3,3,4,1,1,5,4,2,0,147183
1,53,3,1,2,0,0,1,2,0,0,3,3,2,,3,2,4,1,4,3,16,2,1,147205
1,56,4,2,2,0,0,2,1,1,0,4,4,1,7.0,2,1,4,2,4,1,12,2,1,147298
1,51,3,1,2,0,1,0,2,0,0,2,2,1,11.0,1,4,3,1,4,3,98,2,0,147336
2,80,4,3,1,0,0,0,2,0,2,4,4,2,,4,4,2,2,4,5,16,1,2,147420
1,59,3,2,1,0,0,2,0,1,0,3,2,2,,2,1,2,2,4,1,98,2,0,147460
2,55,2,0,2,1,0,0,0,1,0,5,5,1,5.0,1,3,2,2,2,2,2,1,0,147654
1,55,5,2,3,0,1,2,1,1,0,2,2,2,,4,3,3,2,4,2,98,1,2,147779
1,57,3,1,2,0,1,0,1,1,0,3,3,3,,3,1,5,1,1,3,16,1,1,147881
2,46,4,0,4,1,0,0,2,0,1,2,2,1,8.0,2,1,1,2,1,4,18,2,3,147946
1,36,2,1,1,0,0,2,0,0,0,4,4,1,99.0,2,1,4,2,3,4,18,1,0,148156
2,46,4,0,4,2,0,1,1,0,0,3,2,1,2.0,4,1,5,2,3,3,18,1,1,148493
2,81,3,1,2,0,0,1,1,0,1,3,3,2,,2,4,4,2,4,3,20,2,1,148850
2,28,1,0,1,0,0,1,0,0,0,9,9,9,,9,6,6,2,1,1,21,1,0,148896
1,49,4,2,2,2,0,1,1,0,0,2,4,2,,2,1,4,2,1,3,18,2,1,149001
1,53,2,1,1,0,0,0,2,0,0,4,5,1,7.0,1,2,3,2,5,3,5,1,1,149108
1,47,4,3,1,0,0,2,2,0,0,9,4,1,11.0,2,3,2,2,1,5,14,2,0,149265
1,32,2,1,1,0,0,2,0,0,0,4,4,1,11.0,3,1,5,2,1,1,15,2,1,149306
2,33,2,1,1,0,0,2,0,0,0,4,5,3,,2,1,4,1,4,3,98,2,1,149384
2,33,1,0,1,0,0,1,0,0,0,2,2,9,,5,1,5,2,3,5,9,1,0,149421
1,50,3,1,2,0,1,1,1,0,0,2,3,1,3.0,2,1,3,2,3,4,10,1,0,149503
1,56,3,1,2,0,0,1,1,1,0,3,4,1,5.0,4,1,3,2,1,5,13,2,0,150096
1,78,2,1,1,0,0,0,0,0,2,2,2,2,,1,4,5,1,2,5,19,1,0,150287
2,44,2,0,2,0,0,1,1,0,0,3,3,1,4.0,4,1,2,2,3,5,6,1,1,150693
2,50,3,2,1,2,0,0,1,0,0,3,3,1,10.0,2,1,3,1,2,2,11,2,0,150709
1,36,3,2,1,1,0,2,0,0,0,4,2,2,,4,2,3,1,3,3,9,1,2,150825
2,43,1,0,1,0,0,1,0,0,0,3,2,2,,1,1,5,1,1,3,9,1,0,150858
2,47,4,2,2,1,1,0,2,0,0,5,5,1,11.0,1,1,3,1,1,2,15,2,1,150864
1,48,4,1,3,0,1,1,2,0,0,3,2,2,,2,1,3,2,5,5,98,2,1,150871
1,44,3,1,2,1,0,2,0,0,0,4,5,1,3.0,2,3,1,2,5,4,3,2,1,150876
2,62,3,1,2,0,0,0,0,1,2,3,3,1,99.0,4,4,4,2,4,3,8,1,0,151090
1,47,3,2,1,0,1,1,1,0,0,9,9,9,,3,4,2,2,4,5,6,1,0,151101
2,67,2,1,1,0,0,1,0,0,1,9,3,1,99.0,1,4,3,2,4,5,98,1,0,151119
2,34,5,2,3,3,1,1,0,0,0,3,3,1,3.0,1,3,1,2,4,3,12,2,0,151156
1,38,4,1,3,2,0,2,0,0,0,9,9,2,,4,3,5,1,5,5,6,2,0,151317
1,54,4,1,3,0,0,2,2,0,0,2,2,1,6.0,2,3,5,2,3,4,14,2,0,151412
1,60,4,1,3,0,0,2,0,2,0,5,5,1,99.0,1,2,2,2,5,1,2,1,0,151592
2,49,2,0,2,0,0,0,1,1,0,4,4,9,,1,1,4,2,3,3,12,2,0,151620
1,37,4,3,1,2,0,2,0,0,0,2,2,1,4.0,2,2,3,2,5,4,98,2,0,151826
1,66,3,2,1,0,0,1,0,1,1,5,5,1,11.0,1,6,2,2,1,2,98,1,1,152083
1,82,3,1,2,0,0,0,1,0,2,5,4,1,7.0,2,4,4,2,5,3,7,2,0,152217
2,48,1,0,1,0,0,0,1,0,0,3,3,1,5.0,2,1,3,1,4,3,10,1,0,152611
1,47,4,3,1,2,0,1,1,0,0,4,4,2,,3,1,4,1,1,1,98,2,0,152818
1,35,4,1,3,2,0,2,0,0,0,5,4,1,99.0,9,1,4,2,1,4,20,2,1,152822
1,77,4,1,3,0,0,1,1,0,2,1,1,9,,2,4,3,2,4,5,1,1,0,152833
1,54,2,1,1,0,0,0,1,1,0,4,4,2,,4,1,3,2,1,3,8,2,0,153151
1,36,3,2,1,1,0,2,0,0,0,3,3,1,99.0,2,1,4,1,4,3,1,2,1,153171
1,47,4,2,2,1,1,0,2,0,0,9,9,1,5.0,3,2,1,2,5,3,5,2,1,153187
1,65,2,1,1,0,0,0,0,1,1,9,3,1,3.0,4,4,3,2,4,4,10,1,0,153327
1,78,2,1,1,0,0,0,0,0,2,3,2,1,3.0,2,4,2,2,3,4,8,1,1,153350
1,72,2,1,1,0,0,0,0,0,2,4,4,2,,2,4,5,2,5,5,11,1,0,153872
1,32,2,1,1,0,0,2,0,0,0,2,2,2,,2,1,4,2,4,3,18,1,1,153886
1,42,3,2,1,1,0,2,0,0,0,4,4,3,,4,1,4,1,3,4,18,1,1,153897
2,65,3,1,2,1,0,1,0,0,1,5,5,2,,1,1,3,2,5,2,98,2,1,153902
1,34,2,1,1,0,0,2,0,0,0,3,3,2,,3,1,5,1,3,5,16,2,1,154180
1,71,4,2,2,0,0,2,0,1,1,4,4,9,,9,1,2,2,1,3,98,2,1,154190
1,39,4,1,3,2,0,2,0,0,0,4,4,1,11.0,5,1,3,2,4,1,7,2,0,154201
1,37,3,2,1,1,0,2,0,0,0,4,3,1,9.0,2,3,4,2,1,1,8,2,0,154217
1,53,3,1,2,1,0,0,2,0,0,3,2,2,,4,1,2,2,3,3,98,2,2,154393
1,33,3,1,2,1,0,2,0,0,0,3,3,9,,3,1,4,2,4,3,8,1,1,154424
1,55,1,1,0,0,0,0,0,1,0,2,2,1,3.0,9,1,2,2,1,1,7,1,0,154531
1,46,2,1,1,0,0,1,1,0,0,5,1,1,2.0,3,1,3,2,2,3,7,2,0,154570
1,83,3,2,1,0,0,0,1,0,2,3,3,1,11.0,2,4,3,2,1,4,14,1,0,154588
1,70,3,2,1,0,0,1,0,1,1,2,3,3,,1,1,4,2,3,4,18,2,1,154675
1,69,3,2,1,0,0,1,0,0,2,3,3,2,,3,4,4,2,4,3,12,1,1,154709
1,45,4,4,0,2,0,0,1,0,1,3,3,2,,3,1,1,2,2,5,10,1,0,154843
1,33,2,1,1,0,0,2,0,0,0,2,2,2,,4,1,4,1,4,5,11,1,1,154921
2,37,1,0,1,0,0,1,0,0,0,9,4,1,10.0,1,1,3,2,3,5,4,1,0,154926
1,69,3,1,2,0,0,1,0,1,1,3,3,9,,3,4,4,1,2,3,16,2,1,155077
2,55,2,0,2,0,0,1,0,1,0,5,4,1,11.0,1,1,2,2,2,5,15,1,0,155230
1,62,2,1,1,0,0,0,0,2,0,2,2,1,11.0,2,2,1,2,4,4,9,2,0,155494
1,55,1,1,0,0,0,0,0,1,0,3,2,1,11.0,2,1,2,2,2,2,5,1,0,155500
1,79,2,1,1,0,0,0,0,0,2,2,2,2,,4,4,3,1,1,3,14,2,1,155622
1,71,2,1,1,0,0,0,0,0,2,2,2,2,,4,4,4,2,3,4,17,1,0,155651
1,50,4,3,1,0,1,1,2,0,0,9,4,1,4.0,3,6,3,2,5,5,3,2,1,155736
1,59,4,2,2,0,0,2,1,1,0,3,2,1,6.0,9,2,4,2,2,5,11,1,2,155828
2,29,2,1,1,0,0,2,0,0,0,9,9,1,2.0,2,2,6,1,1,5,21,2,1,155842
1,68,2,1,1,0,0,0,0,1,1,3,3,2,,1,4,4,2,3,1,15,1,0,155870
1,54,3,1,2,0,0,1,1,1,0,5,5,1,7.0,3,1,2,2,2,2,10,1,1,155996
2,28,1,0,1,0,0,1,0,0,0,5,5,1,10.0,2,5,3,2,5,1,2,1,0,156046
2,72,1,0,1,0,0,0,0,0,1,4,3,3,,2,4,4,1,1,3,18,2,0,156416
2,31,5,2,3,3,0,2,0,0,0,3,2,1,5.0,2,1,4,2,4,2,12,1,1,156517
1,48,3,1,2,1,0,1,1,0,0,4,4,3,,2,1,4,1,4,3,98,1,0,156519
1,40,1,1,0,0,0,1,0,0,0,5,5,2,,4,3,2,2,1,1,1,1,0,156972
1,33,4,2,2,2,0,2,0,0,0,5,5,9,,1,1,4,1,3,1,14,2,2,157145
2,52,3,2,1,0,0,1,1,1,0,5,4,1,11.0,1,6,3,2,1,1,14,1,2,157265
1,57,4,3,1,0,0,2,1,1,0,9,3,1,2.0,2,3,4,2,1,4,98,1,1,157278
1,53,5,3,2,2,1,1,1,0,0,3,4,1,6.0,9,3,1,2,5,3,7,2,0,157289
2,55,3,1,2,0,0,2,0,1,0,9,5,1,10.0,1,1,5,2,4,3,9,2,0,157303
2,38,3,1,2,2,0,1,0,0,0,3,3,2,,2,1,4,1,1,5,14,1,1,157415
1,58,4,2,2,0,0,2,0,2,0,3,3,1,6.0,4,1,3,2,2,2,18,2,3,157464
2,61,3,1,2,1,0,1,0,1,0,3,3,1,99.0,1,4,3,2,4,3,10,2,1,157667
1,40,5,1,4,2,1,2,0,0,0,4,4,1,6.0,2,1,4,2,4,1,19,2,0,157767
1,65,3,2,1,0,0,1,0,1,1,4,4,2,,3,4,2,2,4,4,7,2,1,157799
1,42,5,3,2,1,2,2,0,0,0,5,5,1,8.0,1,2,3,2,5,4,7,2,0,157904
1,45,4,1,3,0,0,0,3,1,0,2,2,2,,3,1,3,1,5,3,5,1,1,157932
2,37,3,2,1,1,0,2,0,0,0,9,9,9,,9,1,3,1,5,5,9,1,0,157942
1,74,1,1,0,0,0,0,0,0,1,5,5,2,,4,4,1,1,2,4,8,2,0,157969
1,47,3,1,2,1,0,0,2,0,0,2,2,1,6.0,3,1,3,2,1,1,18,1,1,158344
1,75,2,1,1,0,0,0,0,0,2,3,3,1,5.0,2,4,4,2,4,5,13,1,0,158347
1,67,2,1,1,0,0,0,0,0,2,2,2,1,3.0,2,4,4,2,3,3,18,2,0,158561
1,61,4,2,2,0,1,1,1,1,0,4,4,1,10.0,2,2,4,2,5,1,10,1,0,158572
1,57,2,1,1,0,0,0,1,1,0,4,4,2,,4,3,2,2,1,1,7,2,1,158750
1,53,1,1,0,0,0,0,1,0,0,2,2,2,,1,2,4,1,1,4,10,1,0,158849
1,54,2,1,1,0,0,0,2,0,0,3,3,1,3.0,1,1,4,2,3,5,16,1,1,158860
1,39,2,1,1,0,0,2,0,0,0,1,1,1,11.0,2,1,4,1,3,5,18,2,1,158995
1,44,3,2,1,1,0,2,0,0,0,3,3,1,11.0,1,3,4,2,3,3,13,1,1,159121
2,58,4,1,3,0,1,1,0,2,0,5,2,2,,1,1,1,2,3,5,13,2,1,159286
1,53,4,2,2,0,0,2,2,0,0,5,4,1,10.0,1,1,3,1,4,4,98,2,1,159533
1,80,3,2,1,0,0,0,1,0,2,5,5,3,,5,4,3,2,2,5,9,2,0,159744
1,69,2,1,1,0,0,0,0,0,2,4,4,1,3.0,2,2,4,2,1,5,18,2,0,159777
1,37,2,1,1,0,0,2,0,0,0,9,9,1,11.0,1,1,3,2,2,3,8,2,0,160422
2,46,1,0,1,0,0,0,1,0,0,5,5,1,99.0,2,1,2,2,2,1,10,1,0,160440
1,81,2,1,1,0,0,0,0,0,2,5,5,2,,4,4,4,1,1,3,8,1,0,160511
1,33,4,3,1,2,0,2,0,0,0,5,5,1,11.0,1,6,1,2,2,2,9,1,0,160840
1,60,3,2,1,0,0,1,0,2,0,5,5,3,,5,1,1,2,1,4,11,1,1,161158
2,70,1,0,1,0,0,0,0,0,1,3,3,2,,4,4,4,2,5,5,14,1,0,161335
2,49,1,0,1,0,0,0,1,0,0,5,5,1,99.0,5,2,2,2,3,5,5,1,0,161450
1,46,3,2,1,1,0,1,1,0,0,5,4,1,10.0,4,1,3,2,1,1,14,2,1,161547
1,58,3,1,2,0,0,1,0,2,0,9,9,9,,9,4,4,2,2,1,10,1,0,161609
1,59,3,2,1,0,0,1,1,1,0,4,4,1,3.0,3,1,4,2,5,3,13,2,1,162276
1,46,3,2,1,2,0,0,1,0,0,5,5,1,5.0,3,1,5,1,3,4,14,2,0,162396
1,37,1,1,0,0,0,1,0,0,0,5,5,3,,5,1,3,2,3,2,12,1,0,162509
1,74,2,1,1,0,0,0,0,0,2,5,5,3,,4,4,4,2,5,3,9,1,0,162696
2,66,1,0,1,0,0,0,0,0,1,5,5,3,,1,1,2,2,1,5,10,1,0,162702
1,48,2,1,1,0,0,1,1,0,0,3,3,3,,3,1,2,1,3,3,12,2,1,162703
1,72,2,1,1,0,0,0,0,0,2,3,2,2,,2,4,4,1,3,4,18,2,0,162733
2,50,2,0,2,1,0,0,1,0,0,2,2,1,99.0,4,1,3,2,1,5,98,2,0,162925
1,53,1,1,0,0,0,0,1,0,0,1,1,1,6.0,1,4,4,2,3,4,5,1,0,163008
1,30,2,1,1,0,0,2,0,0,0,2,2,3,,3,1,6,1,3,5,18,1,1,163100
1,58,4,3,1,0,0,2,1,1,0,4,4,1,99.0,9,4,1,2,5,2,8,1,0,163132
1,54,2,1,1,0,0,0,2,0,0,2,2,1,5.0,2,1,3,1,2,5,10,2,0,163209
1,28,2,1,1,0,0,2,0,0,0,5,5,9,,9,2,1,2,5,2,98,2,0,163220
1,30,3,1,2,1,0,2,0,0,0,3,3,1,9.0,1,1,4,2,2,3,10,2,0,163603
1,38,3,2,1,1,0,2,0,0,0,1,1,2,,2,2,3,1,5,4,4,2,0,163640
2,46,4,1,3,0,0,2,2,0,0,4,4,1,5.0,2,1,3,2,1,1,14,2,1,163660
1,77,3,1,2,0,0,1,0,1,1,9,9,1,4.0,3,4,5,2,4,3,98,2,1,163696
1,40,4,2,2,2,0,2,0,0,0,4,4,1,9.0,1,1,4,1,2,2,21,2,1,163741
1,54,3,2,1,1,0,1,1,0,0,2,2,1,7.0,3,6,4,1,2,1,10,2,1,163796
2,31,1,0,1,0,0,1,0,0,0,4,2,1,7.0,5,1,3,2,3,3,4,2,0,163809
1,35,2,1,1,0,0,2,0,0,0,2,2,1,5.0,2,1,4,1,1,1,18,2,1,163857
1,42,4,1,3,2,0,2,0,0,0,5,5,2,,9,1,4,2,2,2,12,2,0,163863
1,42,4,3,1,2,0,2,0,0,0,9,9,9,,9,1,4,2,5,3,9,1,0,163902
1,51,3,2,1,1,0,0,2,0,0,2,2,1,99.0,2,1,4,2,3,3,14,2,1,164008
1,67,1,1,0,0,0,0,0,0,1,5,5,1,11.0,9,4,2,2,5,4,98,2,0,164291
2,54,4,1,3,0,0,2,1,1,0,5,5,1,7.0,3,1,3,2,3,3,11,2,3,164416
2,40,3,1,2,1,0,1,1,0,0,2,3,1,7.0,2,6,3,1,1,1,10,2,1,164439
1,42,3,2,1,1,0,2,0,0,0,9,9,9,,9,1,3,1,1,3,18,2,1,164464
1,60,4,2,2,0,0,2,0,2,0,3,2,2,,4,4,4,2,3,5,22,2,3,164721
1,41,2,1,1,0,0,2,0,0,0,3,3,2,,3,1,4,2,3,5,18,2,0,164771
